Lx  lambda  chemical  theta  bondD  Energy_GS  winding  eA  eB  MA  MB  U4  Oflip  Oflipp  charge
19  1.20  0.80  0.00  400  -30.400000  19.000000  0.000000  0.000000  0.000000  -0.000000  -543023177611208522788241408.000000  0.000000  -0.000000  0.000000

19  1.20  0.90  0.00  400  -34.200000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -209398757247824017326342144.000000  0.000000  0.000000  0.000000

19  1.20  1.00  0.00  400  -38.000000  19.000000  0.000000  0.000000  0.000000  -0.000000  -1088331961234361408265650176.000000  0.000000  0.000000  -0.000000

19  1.40  0.00  0.00  400  0.000000  11.243788  0.000000  -0.000000  -0.000000  0.000000  -69195367479003896.000000  0.000000  -0.000000  -0.000000

19  1.40  0.10  0.00  400  -3.800000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -224572758888891431197343744.000000  0.000000  0.000000  -0.000000

19  1.40  0.20  0.00  400  -7.600000  19.000000  0.000000  0.000000  0.000000  0.000000  -215035078079383860544536576.000000  0.000000  -0.000000  0.000000

19  1.40  0.30  0.00  400  -11.400000  19.000000  0.000000  0.000000  -0.000000  0.000000  -726310046777012041507930112.000000  0.000000  -0.000000  -0.000000

19  1.40  0.40  0.00  400  -15.200000  19.000000  0.000000  0.000000  0.000000  0.000000  -1406355322362531839318425600.000000  0.000000  -0.000000  -0.000000

19  1.40  0.50  0.00  400  -19.000000  19.000000  0.000000  0.000000  0.000000  0.000000  -894118144437159110102745088.000000  0.000000  0.000000  0.000000

19  1.40  0.60  0.00  400  -22.800000  19.000000  0.000000  0.000000  0.000000  0.000000  -2000937714071265642794713088.000000  0.000000  0.000000  -0.000000

19  1.40  0.70  0.00  400  -26.600000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -1979057275406042192418963456.000000  0.000000  -0.000000  0.000000

19  1.40  0.80  0.00  400  -30.400000  19.000000  0.000000  0.000000  -0.000000  0.000000  -1510558732265914269249306624.000000  0.000000  -0.000000  -0.000000

19  1.40  0.90  0.00  400  -34.200000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -2555700532675969808250961920.000000  0.000000  0.000000  -0.000000

19  1.40  1.00  0.00  400  -38.000000  19.000000  0.000000  0.000000  -0.000000  0.000000  -2880107733265184691517915136.000000  0.000000  -0.000000  0.000000

19  1.60  0.00  0.00  400  0.000000  9.811337  -0.000000  0.000000  -0.000000  -0.000000  233763329222663456.000000  -0.000000  0.000000  -0.000000

19  1.60  0.10  0.00  400  -3.800000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -538555208976299504361799680.000000  0.000000  0.000000  -0.000000

19  1.60  0.20  0.00  400  -7.600000  19.000000  0.000000  0.000000  0.000000  0.000000  -848509785826264617662283776.000000  0.000000  -0.000000  -0.000000

19  1.60  0.30  0.00  400  -11.400000  19.000000  0.000000  0.000000  0.000000  -0.000000  -1142284667274971484331704320.000000  0.000000  -0.000000  -0.000000

19  1.60  0.40  0.00  400  -15.200000  19.000000  0.000000  0.000000  0.000000  -0.000000  -1599005796440235408629956608.000000  0.000000  -0.000000  -0.000000

19  1.60  0.50  0.00  400  -19.000000  19.000000  0.000000  0.000000  0.000000  0.000000  -1089450958823860250397900800.000000  0.000000  0.000000  0.000000

19  1.60  0.60  0.00  400  -22.800000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -543343386573865388724977664.000000  0.000000  0.000000  0.000000

19  1.60  0.70  0.00  400  -26.600000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -2449860791567249235943358464.000000  0.000000  0.000000  0.000000

19  1.60  0.80  0.00  400  -30.400000  19.000000  0.000000  0.000000  0.000000  -0.000000  -116788760985627601406001152.000000  0.000000  -0.000000  -0.000000

19  1.60  0.90  0.00  400  -34.200000  19.000000  0.000000  0.000000  0.000000  0.000000  -1922085160731613601334296576.000000  0.000000  -0.000000  0.000000

19  1.60  1.00  0.00  400  -38.000000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -1085015426443458259718242304.000000  0.000000  0.000000  0.000000

19  1.80  0.00  0.00  400  -0.000000  9.522930  -0.000000  -0.000000  0.000000  0.000000  181046387326153472.000000  -0.000000  0.000000  0.000000

19  1.80  0.10  0.00  400  -3.800000  19.000000  0.000000  0.000000  0.000000  0.000000  -125819530464791089830166528.000000  0.000000  0.000000  0.000000

19  1.80  0.20  0.00  400  -7.600000  19.000000  0.000000  0.000000  0.000000  0.000000  -1682396897845280222555930624.000000  0.000000  -0.000000  0.000000

19  1.80  0.30  0.00  400  -11.400000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -435588257997411051204771840.000000  0.000000  0.000000  -0.000000

19  1.80  0.40  0.00  400  -15.200000  19.000000  0.000000  0.000000  0.000000  0.000000  -88366445437301142161719296.000000  0.000000  -0.000000  0.000000

19  1.80  0.50  0.00  400  -19.000000  19.000000  0.000000  0.000000  0.000000  -0.000000  -581728374111218117864587264.000000  0.000000  -0.000000  -0.000000

19  1.80  0.60  0.00  400  -22.800000  19.000000  0.000000  0.000000  -0.000000  0.000000  -140384804672155494004031488.000000  0.000000  0.000000  0.000000

19  1.80  0.70  0.00  400  -26.600000  19.000000  0.000000  0.000000  0.000000  0.000000  -685829982574647941856755712.000000  0.000000  -0.000000  0.000000

19  1.80  0.80  0.00  400  -30.400000  19.000000  0.000000  0.000000  0.000000  0.000000  -6785152432818175469630259200.000000  0.000000  0.000000  -0.000000

19  1.80  0.90  0.00  400  -34.200000  19.000000  0.000000  0.000000  0.000000  -0.000000  -3964248783295988299848482816.000000  0.000000  0.000000  -0.000000

19  1.80  1.00  0.00  400  -38.000000  19.000000  0.000000  0.000000  0.000000  0.000000  -413959961212902417572560896.000000  0.000000  -0.000000  0.000000

19  2.00  0.00  0.00  400  0.000000  11.471799  -0.000000  0.000000  0.000000  -0.000000  909969519446180992.000000  0.000000  0.000000  -0.000000

19  2.00  0.10  0.00  400  -3.800000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -422985434143392745532686336.000000  0.000000  -0.000000  -0.000000

19  2.00  0.20  0.00  400  -7.600000  19.000000  0.000000  0.000000  0.000000  -0.000000  -481649943804476775773241344.000000  0.000000  0.000000  0.000000

19  2.00  0.30  0.00  400  -11.400000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -77699897381845245055991808.000000  0.000000  -0.000000  -0.000000

19  2.00  0.40  0.00  400  -15.200000  19.000000  0.000000  0.000000  -0.000000  0.000000  -328435667150048544946126848.000000  0.000000  -0.000000  -0.000000

19  2.00  0.50  0.00  400  -19.000000  19.000000  0.000000  0.000000  -0.000000  0.000000  -1421983990367632631189733376.000000  0.000000  0.000000  0.000000

19  2.00  0.60  0.00  400  -22.800000  19.000000  0.000000  0.000000  -0.000000  -0.000000  -962268774955451517658726400.000000  0.000000  -0.000000  0.000000

19  2.00  0.70  0.00  400  -26.600000  19.000000  0.000000  0.000000  0.000000  0.000000  -1024644983395132456627601408.000000  0.000000  0.000000  -0.000000

19  2.00  0.80  0.00  400  -30.400000  19.000000  0.000000  0.000000  0.000000  0.000000  -871892617002528116861566976.000000  0.000000  0.000000  -0.000000

19  2.00  0.90  0.00  400  -34.200000  19.000000  0.000000  0.000000  -0.000000  0.000000  -2144463313096700494283276288.000000  0.000000  0.000000  -0.000000

19  2.00  1.00  0.00  400  -38.000000  19.000000  0.000000  0.000000  -0.000000  0.000000  -762270253327519575378493440.000000  0.000000  -0.000000  0.000000



29  0.00  0.20  0.00  900  -28.860454  -13.000000  14.026150  14.026150  0.605735  -0.605735  0.976235  28.052299  -0.000000  -0.000000

29  0.00  0.30  0.00  900  -29.613203  -1.000000  11.250000  11.250000  -0.239137  0.239137  0.970370  22.500000  0.000000  -0.000000

29  0.00  0.40  0.00  900  -31.798990  1.000000  10.500000  10.500000  0.728928  -0.728928  0.968254  21.000000  0.000000  0.000000

29  0.00  0.50  0.00  900  -34.384776  1.000000  10.333333  10.333333  -0.208837  0.208837  0.967742  20.666667  0.000000  0.000000

29  0.00  0.60  0.00  900  -36.942136  9.000000  7.500000  7.500000  1.219149  -1.219149  0.955556  15.000000  -0.000000  -0.000000

29  0.00  0.70  0.00  900  -40.614214  27.000000  0.750000  0.750000  0.104444  -0.104444  0.555556  1.500000  0.000000  0.000000

29  0.00  0.80  0.00  900  -46.400000  29.000000  0.000000  0.000000  -0.000000  0.000000  -57441172986744418926067712.000000  0.000000  -0.000000  0.000000

29  0.00  0.90  0.00  900  -52.200000  29.000000  0.000000  0.000000  0.000000  -0.000000  -100293985512408231039729664.000000  0.000000  -0.000000  0.000000

29  0.00  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  0.000000  -0.000000  -40495555454173771202560000.000000  0.000000  0.000000  0.000000



29  -0.10  0.10  0.00  900  -36.231769  -29.000000  18.547491  18.547491  -3.910838  3.910838  0.982028  37.094982  -0.000000  -0.000000



29  0.10  0.20  0.00  900  -25.262769  -7.000000  12.398555  12.398555  -0.650179  0.650179  0.973115  24.797111  -0.000000  -0.000000

29  -0.10  0.30  0.00  900  -32.118676  -3.000000  11.873326  11.873326  -1.485624  1.485624  0.971926  23.746652  -0.000000  -0.000000

29  0.10  0.30  0.00  900  -27.376458  -1.000000  11.117500  11.117500  0.213278  -0.213278  0.970017  22.235001  0.000000  0.000000

29  -0.10  0.40  0.00  900  -34.619018  -3.000000  11.828515  11.828515  0.788214  -0.788214  0.971820  23.657030  0.000000  -0.000000

29  0.10  0.40  0.00  900  -29.711360  1.000000  10.376334  10.376334  -0.047651  0.047651  0.967876  20.752667  0.000000  -0.000000

29  -0.10  0.50  0.00  900  -37.065189  -1.000000  11.226091  11.226091  1.373260  -1.373260  0.970307  22.452182  0.000000  0.000000

29  0.10  0.50  0.00  900  -32.446263  3.000000  9.635167  9.635167  1.004355  -1.004355  0.965405  19.270334  -0.000000  -0.000000

29  -0.10  0.60  0.00  900  -39.911360  1.000000  10.623666  10.623666  0.793258  -0.793258  0.968624  21.247333  -0.000000  0.000000

29  0.10  0.60  0.00  900  -34.930194  25.000000  1.482333  1.482333  0.064338  -0.064338  0.775129  2.964667  0.000000  0.000000

29  -0.10  0.70  0.00  900  -41.095292  23.000000  2.276500  2.276500  -0.126550  0.126550  0.853576  4.553000  -0.000000  0.000000

29  0.10  0.70  0.00  900  -40.600000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -118676795167671688231911424.000000  0.000000  0.000000  0.000000

29  -0.10  0.80  0.00  900  -46.400000  29.000000  0.000000  0.000000  -0.000000  0.000000  -88455038141504016013590528.000000  0.000000  -0.000000  0.000000

29  0.10  0.80  0.00  900  -46.400000  29.000000  0.000000  0.000000  0.000000  -0.000000  -357828396958129737540042752.000000  0.000000  -0.000000  0.000000

29  -0.10  0.90  0.00  900  -52.200000  29.000000  0.000000  0.000000  0.000000  -0.000000  -375557760286886201007276032.000000  0.000000  -0.000000  0.000000

29  0.10  0.90  0.00  900  -52.200000  29.000000  0.000000  0.000000  0.000000  -0.000000  -233079182680551036037365760.000000  0.000000  -0.000000  0.000000

29  -0.10  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  0.000000  -0.000000  -144238305067032800282017792.000000  0.000000  -0.000000  0.000000

29  0.10  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  -0.000000  0.000000  -289591284107722463859703808.000000  0.000000  -0.000000  0.000000


29  0.20  0.00  0.00  900  -25.438897  -29.000000  17.455364  17.455364  -2.057138  2.057138  0.980904  34.910729  0.000000  0.000000



29  -0.20  0.20  0.00  900  -39.982134  -29.000000  18.962325  18.962325  4.897172  -4.897172  0.982421  37.924651  0.000000  -0.000000

29  0.20  0.20  0.00  900  -22.057308  -1.000000  10.802824  10.802824  0.303209  -0.303209  0.969144  21.605648  -0.000000  0.000000

29  -0.20  0.30  0.00  900  -36.340689  -13.000000  14.639622  14.639622  -3.591810  3.591810  0.977231  29.279243  -0.000000  0.000000

29  0.20  0.30  0.00  900  -25.166170  -1.000000  10.985495  10.985495  1.044944  -1.044944  0.969657  21.970991  -0.000000  0.000000

29  -0.20  0.40  0.00  900  -36.966170  -3.000000  12.031856  12.031856  -1.667971  1.667971  0.972296  24.063711  0.000000  -0.000000

29  0.20  0.40  0.00  900  -27.330681  3.000000  9.520763  9.520763  0.029828  -0.029828  0.964989  19.041525  0.000000  -0.000000

29  -0.20  0.50  0.00  900  -39.324758  -1.000000  11.369682  11.369682  -1.602531  1.602531  0.970682  22.739363  -0.000000  0.000000

29  0.20  0.50  0.00  900  -29.588723  19.000000  3.661832  3.661832  -0.567670  0.567670  0.908971  7.323664  -0.000000  0.000000

29  -0.20  0.60  0.00  900  -42.048426  1.000000  10.746871  10.746871  0.599250  -0.599250  0.968983  21.493742  -0.000000  0.000000

29  0.20  0.60  0.00  900  -34.800000  29.000000  0.000000  0.000000  -0.000000  0.000000  -125357490469313131717853184.000000  0.000000  -0.000000  0.000000

29  -0.20  0.70  0.00  900  -44.095192  7.000000  8.443970  8.443970  0.679530  -0.679530  0.960524  16.887940  0.000000  0.000000

29  0.20  0.70  0.00  900  -40.600000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -245452030734255248994467840.000000  0.000000  0.000000  0.000000

29  -0.20  0.80  0.00  900  -46.635489  25.000000  1.535267  1.535267  -0.027118  0.027118  0.782883  3.070535  -0.000000  0.000000

29  0.20  0.80  0.00  900  -46.400000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -467730127045574647150018560.000000  0.000000  0.000000  0.000000

29  -0.20  0.90  0.00  900  -52.200000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -298733786475949292873842688.000000  0.000000  -0.000000  0.000000

29  0.20  0.90  0.00  900  -52.200000  29.000000  0.000000  0.000000  0.000000  -0.000000  -417814768357859066095075328.000000  0.000000  -0.000000  0.000000

29  -0.20  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  -0.000000  0.000000  -463861021699545235019792384.000000  0.000000  -0.000000  0.000000

29  0.20  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  -0.000000  0.000000  -330782016402730862560411648.000000  0.000000  -0.000000  0.000000
29  0.30  0.10  0.00  900  -18.276068  -9.000000  12.525724  12.525724  -0.625539  0.625539  0.973388  25.051447  0.000000  0.000000
29  0.30  0.20  0.00  900  -19.910457  -1.000000  10.666157  10.666157  0.407700  -0.407700  0.968749  21.332314  -0.000000  0.000000
29  -0.30  0.30  0.00  900  -43.819636  -29.000000  19.421122  19.421122  6.192624  -6.192624  0.982837  38.842245  0.000000  -0.000000
29  0.30  0.30  0.00  900  -22.610048  1.000000  10.130840  10.130840  -1.273272  1.273272  0.967097  20.261679  0.000000  -0.000000
29  -0.30  0.40  0.00  900  -39.531516  -3.000000  12.191843  12.191843  1.904908  -1.904908  0.972659  24.383685  -0.000000  0.000000
29  0.30  0.40  0.00  900  -24.405024  15.000000  5.065420  5.065420  0.086754  -0.086754  0.934194  10.130840  0.000000  0.000000
29  -0.30  0.50  0.00  900  -41.613071  -1.000000  11.513411  11.513411  -2.376236  2.376236  0.971048  23.026821  -0.000000  0.000000
29  0.30  0.50  0.00  900  -29.000000  29.000000  0.000000  0.000000  -0.000000  0.000000  -43926046530861095700135936.000000  0.000000  -0.000000  0.000000
29  -0.30  0.60  0.00  900  -44.210048  1.000000  10.869160  10.869160  1.687534  -1.687534  0.969332  21.738321  -0.000000  0.000000
29  0.30  0.60  0.00  900  -34.800000  29.000000  0.000000  0.000000  0.000000  -0.000000  -342699331892781840699752448.000000  0.000000  0.000000  0.000000
29  -0.30  0.70  0.00  900  -47.210048  1.000000  10.869160  10.869160  -1.964649  1.964649  0.969332  21.738321  0.000000  0.000000
29  0.30  0.70  0.00  900  -40.600000  29.000000  0.000000  0.000000  -0.000000  0.000000  -211833496445056290505359360.000000  0.000000  -0.000000  0.000000
29  -0.30  0.80  0.00  900  -48.577170  13.000000  6.210949  6.210949  0.222434  -0.222434  0.946331  12.421898  -0.000000  0.000000
29  0.30  0.80  0.00  900  -46.400000  29.000000  0.000000  0.000000  0.000000  -0.000000  -647137871473700994453340160.000000  0.000000  -0.000000  0.000000
29  -0.30  0.90  0.00  900  -52.344293  25.000000  1.552737  1.552737  0.213108  -0.213108  0.785325  3.105474  -0.000000  0.000000
29  0.30  0.90  0.00  900  -52.200000  29.000000  0.000000  0.000000  0.000000  -0.000000  -214286468468721011017121792.000000  0.000000  0.000000  0.000000
29  -0.30  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  -0.000000  0.000000  -201479024170441350511067136.000000  0.000000  0.000000  0.000000
29  0.30  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  0.000000  0.000000  -469144281896559957929623552.000000  0.000000  0.000000  0.000000
29  0.40  0.10  0.00  900  -15.428827  -3.000000  11.117818  11.117818  0.088658  -0.088658  0.970018  22.235635  -0.000000  0.000000
29  -0.40  0.20  0.00  900  -47.754479  -29.000000  19.938021  19.938021  7.867213  -7.867213  0.983282  39.876042  -0.000000  -0.000000
29  0.40  0.20  0.00  900  -18.024285  -1.000000  10.724895  10.724895  0.653495  -0.653495  0.968920  21.449790  0.000000  0.000000
29  0.40  0.30  0.00  900  -19.682857  9.000000  7.149930  7.149930  0.530396  -0.530396  0.953379  14.299860  -0.000000  0.000000
29  -0.40  0.40  0.00  900  -44.372341  -15.000000  15.855593  15.855593  0.976826  -0.976826  0.978977  31.711187  0.000000  0.000000
29  0.40  0.40  0.00  900  -23.228286  27.000000  0.714993  0.714993  0.082618  -0.082618  0.533795  1.429986  0.000000  0.000000
29  -0.40  0.50  0.00  900  -44.424285  -1.000000  11.775105  11.775105  1.637720  -1.637720  0.971692  23.550210  0.000000  -0.000000

29  0.40  0.50  0.00  900  -29.000000  29.000000  0.000000  0.000000  0.000000  0.000000  -193567617241414421322924032.000000  0.000000  -0.000000  0.000000

29  -0.40  0.60  0.00  900  -47.224285  -1.000000  11.775105  11.775105  -0.088348  0.088348  0.971692  23.550210  0.000000  -0.000000

29  0.40  0.60  0.00  900  -34.800000  29.000000  0.000000  0.000000  -0.000000  0.000000  -12351520502545993795895296.000000  0.000000  0.000000  0.000000

29  -0.40  0.70  0.00  900  -49.530083  -1.000000  11.656548  11.656548  -0.089793  0.089793  0.971404  23.313095  0.000000  0.000000

29  0.40  0.70  0.00  900  -40.600000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -435944262636224385491402752.000000  0.000000  0.000000  0.000000

29  -0.40  0.80  0.00  900  -51.539428  5.000000  9.420084  9.420084  0.295364  -0.295364  0.964615  18.840168  0.000000  0.000000

29  0.40  0.80  0.00  900  -46.400000  29.000000  0.000000  0.000000  -0.000000  0.000000  -60917248851719810348744704.000000  0.000000  -0.000000  0.000000

29  -0.40  0.90  0.00  900  -54.026285  13.000000  6.280056  6.280056  0.419489  -0.419489  0.946922  12.560112  -0.000000  -0.000000

29  0.40  0.90  0.00  900  -52.200000  29.000000  0.000000  0.000000  0.000000  0.000000  -473378851734744871550844928.000000  0.000000  -0.000000  0.000000

29  -0.40  1.00  0.00  900  -58.028286  27.000000  0.785007  0.785007  -0.286914  0.286914  0.575375  1.570014  -0.000000  0.000000

29  0.40  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -448369019384665495606132736.000000  0.000000  0.000000  0.000000


29  0.50  0.00  0.00  900  -14.122568  -23.000000  15.068144  15.068144  1.021270  -1.021270  0.977878  30.136288  0.000000  0.000000

29  -0.50  0.10  0.00  900  -51.799475  -29.000000  20.523444  20.523444  -9.902281  9.902281  0.983758  41.046888  -0.000000  0.000000

29  0.50  0.10  0.00  900  -13.219602  -3.000000  10.974815  10.974815  0.673465  -0.673465  0.969627  21.949630  0.000000  0.000000


29  0.50  0.20  0.00  900  -15.124957  3.000000  8.989213  8.989213  -0.148794  0.148794  0.962919  17.978426  -0.000000  -0.000000


29  0.50  0.30  0.00  900  -17.572281  25.000000  1.412961  1.412961  0.196547  -0.196547  0.764089  2.825922  -0.000000  0.000000

29  -0.50  0.40  0.00  900  -51.136257  -27.000000  19.927524  19.927524  -3.312279  3.312279  0.983273  39.855048  -0.000000  -0.000000

29  0.50  0.40  0.00  900  -23.200000  29.000000  0.000000  0.000000  0.000000  -0.000000  -230287801319900563128713216.000000  0.000000  -0.000000  0.000000

29  -0.50  0.50  0.00  900  -47.352897  -5.000000  13.123060  13.123060  -3.818655  3.818655  0.974599  26.246121  0.000000  -0.000000

29  0.50  0.50  0.00  900  -29.000000  29.000000  0.000000  0.000000  0.000000  0.000000  -66958207152043418688946176.000000  0.000000  0.000000  0.000000

29  -0.50  0.60  0.00  900  -49.592110  -1.000000  11.902791  11.902791  -0.858475  0.858475  0.971995  23.805582  0.000000  0.000000

29  0.50  0.60  0.00  900  -34.800000  29.000000  0.000000  0.000000  0.000000  0.000000  -299869624611341831990411264.000000  0.000000  -0.000000  0.000000

29  -0.50  0.70  0.00  900  -51.875601  -1.000000  11.798351  11.798351  -0.667356  0.667356  0.971747  23.596703  0.000000  -0.000000

29  0.50  0.70  0.00  900  -40.600000  29.000000  0.000000  0.000000  0.000000  0.000000  -109804887665096758120153088.000000  0.000000  0.000000  0.000000

29  -0.50  0.80  0.00  900  -54.605969  1.000000  11.109272  11.109272  2.079083  -2.079083  0.969995  22.218544  -0.000000  -0.000000

29  0.50  0.80  0.00  900  -46.400000  29.000000  0.000000  0.000000  -0.000000  0.000000  -112611424219936504812666880.000000  0.000000  -0.000000  0.000000

29  -0.50  0.90  0.00  900  -56.061407  9.000000  7.935194  7.935194  0.213117  -0.213117  0.957993  15.870388  0.000000  -0.000000

29  0.50  0.90  0.00  900  -52.200000  29.000000  0.000000  0.000000  -0.000000  0.000000  -263707516242472534917775360.000000  0.000000  -0.000000  0.000000

29  -0.50  1.00  0.00  900  -58.744563  21.000000  3.174078  3.174078  0.096493  -0.096493  0.894983  6.348155  0.000000  0.000000

29  0.50  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -359046395306468808492843008.000000  0.000000  -0.000000  0.000000

29  0.60  0.00  0.00  900  -8.438769  -3.000000  10.833770  10.833770  0.091399  -0.091399  0.969232  21.667540  0.000000  0.000000

29  0.60  0.10  0.00  900  -10.985248  -1.000000  10.471821  10.471821  -0.303967  0.303967  0.968169  20.943642  0.000000  -0.000000

29  0.60  0.20  0.00  900  -13.056832  9.000000  6.981214  6.981214  -0.093794  0.093794  0.952253  13.962428  0.000000  0.000000

29  0.60  0.30  0.00  900  -17.400000  29.000000  0.000000  0.000000  0.000000  -0.000000  -216270974925159665871355904.000000  0.000000  -0.000000  0.000000

29  0.60  0.40  0.00  900  -23.200000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -128845785033651048903868416.000000  0.000000  -0.000000  0.000000

29  0.60  0.50  0.00  900  -29.000000  29.000000  0.000000  0.000000  -0.000000  0.000000  -153844235097187199228051456.000000  0.000000  -0.000000  0.000000

29  0.60  0.60  0.00  900  -34.800000  29.000000  0.000000  0.000000  0.000000  0.000000  -585319287657056406394109952.000000  0.000000  -0.000000  0.000000

29  0.60  0.70  0.00  900  -40.600000  29.000000  0.000000  0.000000  -0.000000  0.000000  -637313141412798540986449920.000000  0.000000  -0.000000  0.000000

29  0.60  0.80  0.00  900  -46.400000  29.000000  0.000000  0.000000  -0.000000  0.000000  -357665823940621133909327872.000000  0.000000  -0.000000  0.000000

29  0.60  0.90  0.00  900  -52.200000  29.000000  0.000000  0.000000  0.000000  0.000000  -502479617535970533521227776.000000  0.000000  0.000000  0.000000

29  0.60  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  0.000000  -0.000000  -558456477904431634595184640.000000  0.000000  0.000000  0.000000

29  0.70  0.00  0.00  900  -7.042280  -11.000000  12.136541  12.136541  0.040076  -0.040076  0.972535  24.273082  0.000000  -0.000000

29  0.70  0.10  0.00  900  -8.670335  -3.000000  10.450049  10.450049  0.027428  -0.027428  0.968102  20.900099  0.000000  -0.000000

29  0.70  0.20  0.00  900  -11.606880  27.000000  0.689940  0.689940  0.066628  -0.066628  0.516866  1.379880  -0.000000  0.000000

29  0.70  0.30  0.00  900  -17.400000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -350039609916213864347729920.000000  0.000000  0.000000  0.000000

29  0.70  0.40  0.00  900  -23.200000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -559291990249823610567917568.000000  0.000000  -0.000000  0.000000

29  0.70  0.50  0.00  900  -29.000000  29.000000  0.000000  0.000000  0.000000  0.000000  -47807481282241959684997120.000000  0.000000  0.000000  0.000000

29  0.70  0.60  0.00  900  -34.800000  29.000000  0.000000  0.000000  0.000000  0.000000  -134344509473939997857939456.000000  0.000000  -0.000000  0.000000

29  0.70  0.70  0.00  900  -40.600000  29.000000  0.000000  0.000000  -0.000000  0.000000  -531440130286318709448376320.000000  0.000000  0.000000  0.000000

29  0.70  0.80  0.00  900  -46.400000  29.000000  0.000000  0.000000  0.000000  -0.000000  -523838126918419953617993728.000000  0.000000  -0.000000  0.000000

29  0.70  0.90  0.00  900  -52.200000  29.000000  0.000000  0.000000  0.000000  -0.000000  -209436953843915745707163648.000000  0.000000  -0.000000  0.000000

29  0.70  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  0.000000  0.000000  -977074020446109255631634432.000000  0.000000  0.000000  0.000000

29  0.80  0.00  0.00  900  -4.045408  -1.000000  10.229379  10.229379  0.043575  -0.043575  0.967414  20.458759  0.000000  -0.000000

29  0.80  0.10  0.00  900  -6.009082  23.000000  2.045876  2.045876  0.046820  -0.046820  0.837071  4.091752  -0.000000  0.000000

29  0.80  0.20  0.00  900  -11.600000  29.000000  0.000000  0.000000  -0.000000  0.000000  -131028289592104218464878592.000000  0.000000  -0.000000  0.000000

29  0.80  0.30  0.00  900  -17.400000  29.000000  0.000000  0.000000  -0.000000  0.000000  -257067083013328970732011520.000000  0.000000  0.000000  0.000000

29  0.80  0.40  0.00  900  -23.200000  29.000000  0.000000  0.000000  -0.000000  0.000000  -373365238755629334788046848.000000  0.000000  0.000000  0.000000

29  0.80  0.50  0.00  900  -29.000000  29.000000  0.000000  0.000000  -0.000000  0.000000  -683795819693598085065211904.000000  0.000000  0.000000  0.000000

29  0.80  0.60  0.00  900  -34.800000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -254095210515845764310106112.000000  0.000000  0.000000  0.000000

29  0.80  0.70  0.00  900  -40.600000  29.000000  0.000000  0.000000  -0.000000  -0.000000  -403557158004442872466636800.000000  0.000000  -0.000000  0.000000

29  0.80  0.80  0.00  900  -46.400000  29.000000  0.000000  0.000000  0.000000  -0.000000  -61349231489218069858877440.000000  0.000000  -0.000000  0.000000

29  0.80  0.90  0.00  900  -52.200000  29.000000  0.000000  0.000000  0.000000  -0.000000  -356659297130716826389446656.000000  0.000000  0.000000  0.000000

29  0.80  1.00  0.00  900  -58.000000  29.000000  0.000000  0.000000  0.000000  -0.000000  -458769836358710435493445632.000000  0.000000  0.000000  0.000000

29  0.90  0.00  0.00  900  -2.027080  -3.470695  10.212443  10.212443  0.077626  -0.077626  0.967360  20.424886  0.000000  -0.000000

29  0.90  0.10  0.00  900  -5.800000  29.000000  0.000000  0.000000  0.000000  -0.000000  -199020093888086084375543808.000000  0.000000  -0.000000  0.000000

29  0.90  0.20  0.00  900  -11.600000  29.000000  0.000000  0.000000  0.000000  -0.000000  -330250665890902614772547584.000000  0.000000  -0.000000  0.000000

