# L=7 (14 active plaquettes)
#lambda  ground state E    Oflip            Oflipp           MA            MB             eA            eB 
-10.0  -140.531353745290 13.947257601339 -0.000000000000 -6.952715507211 6.952715507211 6.973628800669 6.973628800669
-5.0   -71.051172815515  13.795785356695 -0.000000000000 -6.816484408064 6.816484408064 6.897892678348 6.897892678348
-1.0   -18.122901301379  11.435862073453  0.000000000000 -4.492185830214 4.492185830214 5.717931036727 5.717931036727
-0.5   -12.742580423427  10.058536977233 -0.000000000000 -2.786702101254 2.786702101254 5.029268488617 5.029268488617
-0.4   -11.750235562831   9.791045383304 -0.000000000000 -2.427244424772 2.427244424772 4.895522691652 4.895522691652 
-0.3   -10.783768010126   9.541547826781  0.000000000000 -2.091109524920 2.091109524920 4.770773913391 4.770773913391
-0.2   -9.841262179017    9.311878133561  0.000000000000 -1.786047201752 1.786047201752 4.655939066781 4.655939066781
-0.1   -8.920753647629    9.101316559060  0.000000000000 -1.515047625293 1.515047625293 4.550658279530 4.550658279530
 0.0   -8.020439595408    8.907507524507  0.000000000000 -1.277326260253 1.277326260253 4.453753762254 4.453753762254
 0.1   -7.138798961595    8.727285196772  0.000000000000 -1.069765217380 1.069765217380 4.363642598386 4.363642598386
 0.2   -6.274645147114    8.557182242342  0.000000000000 -0.888171572558 0.888171572558 4.278591121171 4.278591121171
 0.3   -5.427144505536    8.393613806841 -0.000000000000 -0.728130505228 0.728130505228 4.196806903421 4.196806903421
 0.4   -4.595830136295    8.232796600331  0.000000000000 -0.585500008973 0.585500008973 4.116398300165 4.116398300165
 0.5   -3.780635828030    8.070422726041 -0.000000000000 -0.456695598764 0.456695598764 4.035211363021 4.035211363021
