0.0, -3.0282995822084047e-7, -7.952757125062604e-8, -1.4745932602755474e-7, -7.835304283165812e-8, 5.186779045152079e-8, -1.1183007853077243e-8, 6.856886536343865e-8, 2.750814209195873e-7, -2.0796474414774835e-7, 3.2013529865926316e-7, -1.0617208051622029e-7, 3.9609676827367934e-7, -9.503594800008841e-8, 1.1323671522678325e-7, 8.164377723884897e-8, 1.3596021952722026e-7, 1.574778001889321e-7, 2.538034821752966e-7, 4.281317651511074e-7, 3.34674765734011e-7, 4.109974997557053e-7, -1.836070253613542e-7, -1.7810453667443937e-8, -7.173132299809204e-7, -8.744900796275878e-7, -9.168037597429013e-7, -9.719493692661452e-7, -8.225176939546941e-7, -1.8118756878182651e-7, -1.3222856970473984e-7, 6.029268639906604e-7, 3.192309279698158e-7, 1.916953884906203e-6
0.01, -1.339853502146937e-6, -3.4011609084672045e-7, -7.061866433288877e-7, 1.6463847840597623e-8, -5.158040015662557e-7, 4.2541977973709066e-7, -4.189358948636368e-8, 5.926426666080786e-7, 4.609140821232316e-7, 4.391896555322461e-7, 3.610793937736112e-7, 2.356250049517783e-7, 3.998069297850293e-8, 1.992763500879846e-7, -5.23444421696162e-8, 2.299512757986122e-8, -2.1768487451501173e-7, 1.229609988828706e-7, -3.2833868207626793e-7, 1.8576402394110403e-7, -1.9826750224938294e-7, 3.099021033681204e-7, 5.289914504769122e-7, -4.460105168524464e-8, 5.799478667301017e-7, -1.967023188220729e-7, 4.6090875865933967e-7, -2.1878000511232898e-7, -1.4748195154012933e-7, -5.985143791686909e-8, -1.6949201053773066e-7, -1.01410539521396e-7, -3.2328711863094384e-7
0.02, -2.121385714759505e-6, -5.88985702321132e-7, -5.619228506392737e-7, -3.702382741499477e-7, 2.435608598139183e-7, 4.0557413572006595e-7, 5.742645984296857e-7, 7.054869425870969e-7, 6.794633268802919e-7, 6.144632538895856e-7, 5.332886874320764e-7, 3.2150720169488167e-7, 4.119499978361141e-7, 3.553025837432777e-7, 2.093124227275922e-7, 1.2396077098131286e-7, 9.852002880172961e-8, -2.9419434549593504e-7, -4.937912370661657e-7, -5.716181728510072e-7, -8.730369082110556e-7, -8.463113566614666e-7, -8.204360779640041e-7, -1.0282733972633018e-6, -9.409716189567874e-7, -8.122290157674961e-7, -6.054861157456237e-7, -4.190887280541844e-7, 4.4854140263117515e-7, 7.034067445177428e-7, 1.09288513139294e-6, 8.1613233965383e-7, 3.0374245030273528e-6
0.03, -1.4678378029708838e-7, -2.4643837581717065e-8, 7.884280067704807e-8, 2.8319777245489064e-8, 1.459637380962775e-7, 1.6768943944533987e-7, 2.826713220716037e-7, -1.6577258221683877e-7, 2.478359281132825e-7, -2.3573059498849247e-7, 2.3483835098758732e-7, -2.2998831078480109e-7, -1.0257683125125538e-7, -1.0713419534846835e-7, -8.223145370189755e-8, -7.841450649914705e-8, -8.103122556279985e-8, -9.16654601668121e-8, -8.578915006163257e-8, 4.390957786259975e-8, -1.3540963461622368e-7, -1.7183175765600467e-7, -1.0782517423368887e-7, -2.2737159754981917e-7, -1.0377928644222933e-7, -1.6586476475621836e-7, 1.0026396840556728e-7, 1.5926230678697806e-7, 1.9812096735405405e-7, 1.6590631590762683e-7, 1.8303077398140744e-7, 6.320204204435242e-8, 2.7741475522313763e-7
0.04, 1.2831075535402192e-7, 3.4486044298009944e-8, 6.57660174652186e-8, 2.2558066747890848e-8, -7.245627492435958e-8, -7.102402449499223e-8, -1.8004114660241655e-7, -2.0719237381339184e-7, -2.7318824774580364e-7, -2.0387085775119829e-7, -1.5573027084547775e-7, -2.942140865935805e-7, -1.9689073654793887e-7, -4.661240209924422e-7, -2.765550434769004e-7, -8.872139573568028e-7, -4.942392415330232e-7, -1.3719151856217415e-6, -7.976833044098797e-7, -9.676117293522246e-7, -1.7037671107278385e-7, -6.096903236718632e-7, 8.583074251333755e-7, 2.743524827875099e-7, 1.134756480780652e-6, 9.575783149196049e-7, 9.858650329985785e-7, 7.267954069134497e-7, 7.164676203430531e-7, 5.056682645387944e-7, 4.532897487918852e-7, 1.834749399076685e-7, 6.461510281829952e-7
0.05, -2.0175246489007037e-6, -3.261378786478808e-7, -4.6123238722772797e-7, 1.3580995217310488e-7, -3.1045151727138176e-8, 4.094992369085837e-7, 3.337942168779584e-7, 2.556502432526919e-7, 1.7073791053201504e-7, 2.3732679838017745e-7, 1.915309036371049e-7, 1.857181550213305e-7, 2.8634094656476705e-7, 2.605034141733853e-7, 1.8130188245146783e-7, 7.763898696167004e-8, 9.668041822674667e-8, -2.3151824901646023e-10, -4.2245695608400524e-8, -5.048031498366967e-8, -7.932532958276894e-8, -1.0192778676643144e-7, -1.1610544509155218e-7, -9.226468650203046e-8, 1.3503226148348091e-8, -3.999945108468239e-8, 6.972959465390005e-8, 8.173561033553156e-8, 7.465242901627533e-8, 6.050080508801514e-8, 7.501694859746166e-8, 3.635978607086088e-8, 1.230029211818362e-7
0.06, 4.591408603316083e-8, 1.2621474643204067e-8, 3.938574172357434e-8, 4.944780912508051e-8, 8.774972815039916e-8, 2.172138889311448e-7, 3.1138735390179306e-7, -8.676595747436622e-8, 5.205125219176487e-7, -1.1404253058566738e-7, 4.2796366234165717e-7, 2.968636619860021e-8, -4.653529777631782e-7, 1.3236374540870344e-7, -6.76096962026751e-7, -7.975290294837123e-8, -8.554048515074797e-7, -9.702151905766065e-7, -1.0041372593416753e-6, -1.2027529084357447e-6, -1.1695292957414338e-6, -8.189542529124516e-7, -6.960231824226781e-7, 1.9135391093882959e-7, 4.6958344562808563e-7, 7.5259164694641e-7, 9.112191619586874e-7, 8.904417033717138e-7, 7.496826730513106e-7, 6.472617631869682e-7, 4.890895373699244e-7, 2.428796324061011e-7, 9.211470358705398e-7
0.07, -8.730863845785031e-7, -2.601025809734203e-7, -7.525526791729575e-7, -7.314599670404931e-7, -8.955022786638622e-7, -8.038052063397139e-7, -5.995375123579727e-7, -3.8555558157238323e-7, 4.642562397849659e-7, 5.507017620809407e-7, 7.151633785729139e-7, 9.144740554800634e-7, 7.264283439223362e-7, 6.303739456536839e-7, 6.273134642298395e-7, 6.739999725002832e-8, 6.398567413135048e-7, -2.147378319605764e-8, 4.6738279363411905e-7, -1.1687425288675612e-7, -1.3553719224734806e-7, 9.858210692215152e-9, -2.0652719895375427e-7, -1.1298726759756406e-7, -8.452868083264065e-8, -1.1573906161244096e-7, -1.0350980156337286e-7, -3.880301341352421e-8, -9.166634601376344e-8, 8.187951450189246e-8, 4.122051966426454e-8, 7.23546796921326e-8, 3.293837244067177e-7
0.08, -6.017602098284947e-7, -1.858381961650224e-7, -6.36980743318194e-7, -7.132645100660362e-7, -8.180070845686949e-7, -1.3779929031176863e-6, -6.79028605510279e-7, -9.638991779192807e-7, -1.8241954435893604e-7, 2.1377183534454502e-7, 7.247263284493322e-7, 6.979687626751385e-7, 1.0040148917811464e-6, 1.048959530458582e-6, 6.619311576083753e-7, 5.922210644104808e-7, 4.4709371083140326e-7, 2.9647203814153755e-7, 1.889742486937962e-7, 1.1555406248531241e-7, 9.731056915818215e-8, 6.377956590641887e-8, 5.193666968716926e-8, 3.8633925669717684e-8, 5.772448796736995e-9, -3.062570586020996e-9, -1.3654630426351844e-8, -2.7238607869239928e-8, -1.880379346674843e-8, -2.3693572104299676e-8, -1.3683744581882706e-8, 4.0308004711775425e-9, 1.2782351788143131e-8
0.09, -1.626027101298e-7, -5.505459943488944e-8, -4.530995828533335e-8, 6.82921567629613e-8, -3.090794642446326e-8, 8.522091171636603e-8, 7.220021980280933e-8, 3.540088000519859e-8, -1.2120416115202204e-8, -2.8987032607563634e-8, -4.5661264991281314e-8, -4.95615511963976e-8, -3.4386512581807693e-8, -7.314670580349514e-8, -7.618301850476072e-8, 1.402169497177752e-8, -1.597325469115951e-7, 2.3735565068960796e-8, 1.1419029494197375e-7, 8.683200475312347e-8, 2.2762130014175597e-7, 1.0957521368037959e-7, 3.7799880708844213e-7, 4.431835698426312e-7, 4.3284832074164115e-7, 5.70467527882812e-7, 3.4896490902491806e-7, 3.619816092981232e-7, 1.227425078798028e-7, -3.1378795395387016e-8, -3.773282873931194e-7, -4.881090063801885e-7, -1.7845611522959715e-6
