flipp_up  flipp_bot  mag  E_up  E_bot
0.8036844076074235  0.8490052678890749  0.030388894899481267  0.2632341374947038  -0.2632341374947041
6.2927783500434555e-30  0.6713415900964447  0.008371221394684714  -0.33389646237469134  0.3338964623746915
1.6189739343122408e-29  1.6189739343122408e-29  0.017784084919236942  0.31186280839515695  -0.3118628083951487
0.1273106702223678  2.6781311310592703e-28  0.018075547601527853  -0.3031475174116504  0.3031475174116481
0.8069313222489429  0.7643787336067798  0.02114375217831327  0.28799299601661704  -0.2879929960166175
2.693213560501682e-23  0.6751829637221679  0.02347095503058161  -0.2716341959874239  0.2716341959874225
1.3436952917634315e-17  1.3433410383439832e-17  0.025922210998307493  0.25323555683255716  -0.2532355568325557
0.1340994217180511  2.1195936419367497e-15  0.02820492571249239  -0.23318090231882027  0.23318090231876198
0.7824186045270661  0.8344710273977398  0.030339115438722503  0.21156530854659927  -0.21156530854659877
5.496470174721258e-16  0.6769982762966321  0.032273309476626655  -0.188562139685652  0.1885621396856983
2.5297936560310394e-15  2.5297934114423665e-15  0.03398142468169871  0.16434906841890246  -0.16434906841898445
0.10482046417197874  4.24804362113309e-15  0.035438893299795465  -0.13912526474842338  0.13912526474837497
0.8345815507391215  0.7755170617943671  0.0366288819797478  0.11310472292883282  -0.11310472292883388
4.3814131036785155e-19  0.6943894846503538  0.037541042892901916  -0.0865139706804821  0.08651397068049245
2.393686630304672e-16  2.3936862664684593e-16  0.03817194870358185  0.05958815410584787  -0.05958815410586541
0.1405707146381615  2.659046785243189e-15  0.0385249949945943  -0.032567395647328926  0.03256739564736724
0.7709655237148164  0.8380409019839296  0.038610297736444914  0.005693109410200415  -0.005693109410256811
3.008724480986061e-16  0.6697175689160797  0.038443919424043856  0.020795260349615027  -0.02079526034957492
9.601031403479514e-17  9.600994212550577e-17  0.038047974114998044  -0.04666355349737667  0.046663553497002276
0.10084777816448526  1.1735257104889969e-15  0.0374496548818553  0.07168562038089019  -0.07168562038085514
0.8402047007047425  0.7654894256622778  0.03668049152861515  -0.09564583004085844  0.09564583004081698
1.2157842803595928e-17  0.693694641971689  0.035775473766349125  0.11834110198207487  -0.11834110198213209
2.2616829684470695e-16  2.2616819876013e-16  0.034772116958658145  -0.13958255259192  0.13958255259190394
0.1467802694633089  1.439149807621506e-15  0.0337093976457315  0.1591968122480726  -0.15919681224786875
0.7602494781070035  0.8423604200854474  0.032626755272449126  -0.17702698983521395  0.1770269898353052
1.4675218839970606e-16  0.6619019884571302  0.03156296750593132  0.19293329199184112  -0.19293329199267756
3.983845181668524e-16  3.983837747167025e-16  0.03055521671377559  -0.20679343659622645  0.20679343659564065
0.09799172022942065  1.527042284825108e-14  0.02963799112101198  0.21850284002651796  -0.21850284002670686
0.8443067944082544  0.7552747980112454  0.028842172093124563  -0.22797460533644118  0.22797460533642633
1.98116779502957e-14  0.6920879679653754  0.028194255095447707  0.23513944150351257  -0.23513944150352603
7.784287294087588e-16  7.784260409510944e-16  0.02771564120296216  -0.2399455919496586  0.23994559194877585
0.15244485392432247  8.104945661817208e-15  0.0274219940886907  0.24235859073718025  -0.24235859073674465
0.7507067181134224  0.8460755345444918  0.027322918066376406  -0.2423612496424353  0.24236124964182487
2.5649339503682835e-16  0.6547877149891539  0.027421673265701996  0.2399535416119053  -0.2399535416116736
7.805605393298234e-16  7.80560027559486e-16  0.02771501489948347  -0.23515260699070545  0.2351526069937423
0.0956293427509473  2.4903033759015134e-15  0.028193384827225415  0.22799281939028257  -0.2279928193903448
0.847633257732842  0.7466311743667626  0.02884109119869105  -0.21852589398225597  0.21852589398031938
5.376310012293059e-15  0.6907315992825289  0.029636789835554678  0.20682104294640724  -0.20682104294729775
1.982763102662414e-16  1.9827594928245314e-16  0.030553958545992854  -0.1929651127899221  0.1929651127899246
0.15707197518297425  1.4734667860777024e-15  0.03156174931372488  0.17706261089743852  -0.1770626108977321
0.743120299650884  0.8489554620810822  0.03262564421626249  -0.1592357801497955  0.15923578014992362
1.2386568646535212e-14  0.6490457885533412  0.03370852839513719  0.13962433270808094  -0.13962433270884225
2.8683612519566643e-15  2.8683849918155927e-15  0.03477156477733087  -0.11838514098096067  0.11838514098097115
0.09387113670456262  9.392928704834098e-15  0.03577532874150585  0.09569152168785201  -0.09569152168786405
0.8500170766768766  0.7402308155184668  0.03668078092460168  -0.07173235825298872  0.07173235825299962
1.0662872050018478e-15  0.6897853316374772  0.037450438253969306  0.04671073434411564  -0.04671073434412647
2.1412874486114137e-16  2.141199335625218e-16  0.038049269305695625  -0.02084232276179355  0.020842322761420118
0.16033446407920146  2.0028883106125776e-14  0.03844573687857054  -0.005646758305700692  0.00564675830570297
0.7380053845549331  0.8507962273448892  0.03861266476078314  0.03252228835839489  -0.03252228835838085
2.7935784863779534e-16  0.6450586728222982  0.03852800292188599  -0.05954485236588864  0.059544852365784745
1.1749120405033345e-15  1.1749472128981188e-15  0.038175435944217295  0.08647291969317378  -0.08647291969319022
0.09284260635666768  1.3238285129051972e-14  0.03754494201497782  -0.11306630682524284  0.11306630682531466
0.8512742256669715  0.7364729506075655  0.03663311703021434  0.1390897844423346  -0.13908978444236633
1.0496512627397244e-15  0.6892646082962132  0.03544339155081397  -0.16431676578516624  0.1643167657855005
4.310206541504787e-15  4.3102072529216016e-15  0.03398609375035788  0.1885331457536747  -0.18853314575368568
0.16203689505468047  1.0657239364550358e-14  0.032278084411309665  -0.21153974740301723  0.21153974740302534
0.7356490498026296  0.851435752729051  0.030343892387862725  0.2331587600190973  -0.2331587600191122
2.30092690794911e-14  0.6430161974730859  0.028209616499197204  -0.25321679936615177  0.2532167993661552
3.6547157174553034e-16  3.6547294348552246e-16  0.02592666930182755  0.27161873250371654  -0.2716187325037228
0.09263373715906939  7.614157291599057e-15  0.023475235182467857  -0.28798055080539614  0.2879805508053971
0.8512688328572565  0.7355362613938038  0.02114752275437215  0.30313786445123114  -0.30313786445123264
1.2092565182855299e-14  0.6891108053968685  0.018078847464130465  -0.3118555489694003  0.3118555489693903
3.9737607026541923e-16  3.9737578918939856e-16  0.017787449130174826  0.33389159098848753  -0.3338915909884863
0.1621063340232665  8.908844020964329e-14  0.008372844994920359  -0.2632309807355584  0.2632309807355532
0.0  0.0  0.030394806982447842  0.0  0.0
