flipp_up  flipp_bot  mag  E_up  E_bot
0.7596824481554804  0.8616845403583444  0.06882625999122943  0.2423227990509237  -0.24232279905093276
1.368453451687885e-17  0.6387465659479336  0.01891718004149262  -0.30174371976688136  0.30174371976688297
5.477480062992978e-22  5.443954835888847e-22  0.03898749787620581  0.26443388068282864  -0.2644338806828292
0.11611647199249993  2.4135174219286283e-17  0.0385314317512542  -0.2405606493520474  0.24056064935204724
0.8231038571470863  0.7298431610972578  0.043614737500848544  0.20896914479325326  -0.20896914479325338
1.3722028740069631e-15  0.6679861053762994  0.0466508713494872  -0.17570790294843108  0.1757079029484311
1.0189375470722996e-19  1.0189375470719975e-19  0.049459261529984616  0.14024724014836532  -0.14024724014836523
0.1578808251461065  4.6458780742761045e-18  0.051475828302783425  -0.1034931312662802  0.10349313126628032
0.7391332900178529  0.8504668280576935  0.05279797873097785  0.06603492366160169  -0.06603492366160148
3.146654442438813e-19  0.6452707460993842  0.05341045553471023  -0.028548124078271547  0.028548124078271654
1.972123340323967e-18  1.972123340249946e-18  0.053369469859335016  -0.008312219288772744  0.008312219288772831
0.09307807227596801  4.997338296038871e-18  0.052752992966083774  0.043905617431922034  -0.04390561743192201
0.8521395815583301  0.7298842681391241  0.05166547238919098  -0.07762522648252361  0.07762522648252342
7.0789821103226e-19  0.6850246604190146  0.050228657541500354  0.10890889233652687  -0.10890889233652735
9.916526867469323e-19  9.91652683955914e-19  0.04857466695942238  -0.13724914311825157  0.13724914311825168
0.1676099053534275  1.4762743410059082e-18  0.04683807808821272  0.16220053971668055  -0.16220053971668044
0.7224167770279795  0.8562657227893327  0.04514825560242436  -0.18338501292492024  0.18338501292492007
6.318169663584395e-18  0.6337801701260906  0.04362218488325281  0.20049547414567645  -0.20049547414567687
8.976199226685321e-20  8.976199278673933e-20  0.042358219138718345  -0.21329811708696866  0.21329811708696886
0.08816063234425085  1.5719289170779191e-18  0.04143111580575459  0.2216337638355871  -0.22163376383558703
0.8587829980145049  0.7157911238603961  0.04088858695095693  -0.225418549543004  0.2254185495430046
7.951833912772177e-18  0.6839382513168061  0.04074958441550913  0.22464413608356942  -0.2246441360835693
5.899440694735409e-19  5.899441228265574e-19  0.04100433670476655  -0.2193774938451593  0.21937749384515975
0.17508541758586718  5.983169246867208e-17  0.04161615061106791  0.20976021574115444  -0.20976021574115178
0.710699686948232  0.860673659391113  0.04252480820002097  -0.19600718904809683  0.19600718904809758
2.6624839169103925e-18  0.6247647882634958  0.04365133525580492  0.178404428541077  -0.17840442854107688
1.450890800367651e-18  1.4508908024072422e-18  0.0449038218940187  -0.1573057989584203  0.15730579895842065
0.0857109632615151  2.925932132046646e-18  0.046183941902090464  0.1331284202824511  -0.13312842028244967
0.8617401156515312  0.7073694412971052  0.04739372534300622  -0.10634660573231126  0.1063466057323116
5.391479677888611e-18  0.6830101245856678  0.04844221839716535  0.07748421499411086  -0.07748421499411023
3.652804614062777e-18  3.652804611850285e-18  0.049251556763625845  -0.047105536434367656  0.04710553643436784
0.1787646664649669  4.7692179854027126e-18  0.04976214554480866  0.015804790424401496  -0.01580479042440005
0.7058816007796178  0.8619625027169445  0.0499365882227205  0.015805378964780837  -0.01580537896478051
1.4137148497795592e-16  0.6204903960675647  0.04976213742846947  -0.04710611366662904  0.04710611366662888
6.100213504753131e-19  6.100213520509809e-19  0.04925153954422508  0.07748477023270317  -0.07748477023270194
0.08544662558020308  5.071559430823512e-18  0.048442192142133814  -0.10634712364264821  0.10634712364265071
0.8612933278400925  0.7062528526792659  0.04739369348227487  0.13312889190300117  -0.1331288919030094
5.819393842740646e-17  0.6829304546574423  0.04618390358448486  -0.15730621283762503  0.15730621283762541
5.878027269868104e-20  5.878027260424602e-20  0.044903779334899085  0.17840477628872647  -0.17840477628872725
0.1781820128684  3.945110899460286e-18  0.04365129089444417  -0.19600746214039363  0.19600746214039166
0.7084229884887565  0.8597026623598921  0.042524763811801924  0.20976040682634167  -0.20976040682633404
9.307985399958261e-18  0.6212241952708655  0.041616107207752606  -0.2193775989942553  0.21937759899425585
1.2566039139455228e-18  1.2566039151763704e-18  0.04100429574173223  0.2246441483771109  -0.2246441483771115
0.08752494653071945  4.477451380491904e-18  0.04074954867071329  -0.22541847063356485  0.22541847063356013
0.8571735490149479  0.7122775479358311  0.04088854953335916  0.2216335908261719  -0.22163359082617262
1.3856062433621307e-18  0.6832060095640657  0.04143108160825776  -0.21329785641314605  0.2132978564131449
6.223395677839155e-19  6.223395672632153e-19  0.042358183122867266  0.2004951213952755  -0.20049512139527562
0.17357816131640463  2.341701067524479e-18  0.04362214941577783  -0.18338458259700605  0.1833845825970034
0.7176557511433929  0.8537028233184304  0.04514821134396768  0.162200031883042  -0.16220003188304224
6.162867211886147e-18  0.6262505153629212  0.046838031944260006  -0.13724857300077584  0.13724857300077561
7.254976151133925e-18  7.254976098876648e-18  0.04857461838734971  0.10890827470158487  -0.10890827470158507
0.09196483079724746  3.079712238568124e-17  0.050228602397931574  -0.0776245702039539  0.07762457020395357
0.8493011090448228  0.7243625929837642  0.051665411301242685  0.043904933128988695  -0.043904933128990284
3.915304736671438e-18  0.6830681519924717  0.052752924180438525  -0.008311514066819455  0.008311514066820054
1.6106664700067711e-16  1.610666495861722e-16  0.05336939285285536  -0.028548840338261813  0.02854884033826092
0.16565829531897555  2.9756700642636176e-16  0.05341037036232273  0.06603563863261383  -0.06603563863261153
0.7321796565630416  0.8439931825672111  0.05279788455178526  -0.10349383128026275  0.10349383128026315
3.694918289545989e-17  0.6342785036828438  0.05147572517320978  0.14024790987407737  -0.14024790987407726
2.223279648223762e-17  2.223278988293759e-17  0.04945915077702143  -0.17570852580536253  0.17570852580536184
0.09863843515645586  5.990111320582819e-17  0.04665075335424074  0.20896970471720897  -0.20896970471720946
0.8378188789511034  0.7408756840768638  0.04361461156456892  -0.2405611296084753  0.24056112960847498
6.143976667181997e-20  0.6817017882069919  0.03853130144526548  0.26443426975609546  -0.2644342697560952
3.4565792925523707e-17  3.456579246821681e-17  0.03898735069147807  -0.3017440019575761  0.30174400195756534
0.15539286305506  3.2318973201940615e-16  0.01891707767306544  0.24232302793931948  -0.24232302793927019
0.0  0.0  0.06882595156609184  0.0  0.0
